省份,年份,新质生产力_组合得分,高质量发展_组合得分,产业高级化率（%）,城镇化率（%）,政府干预度（一般公共预算支出/GDP）,基础设施_公路里程（公里）,基础设施_铁路里程（公里）,每万人R&D人员（人年/万人）,人均R&D经费（万元/万人）,每万人专利授权数（件/万人）,人均电商销售额（亿元/万人）,人均软件产品收入（亿元/万人）,人均技术市场成交额（万元/万人）,人均电信业务总量（亿元/万人）,数字普惠金融总指数,人均地区生产总值（元）,居民人均可支配收入（元）,对外开放度（进出口/GDP）,环保重视度（污染治理投资/GDP）,单位GDP能耗（万吨标煤/亿元）
云南,2013,0.042157149978421835,0.19222101118441898,41.39301624112283,39.99,0.3462141373915998,222940.0,2600.0,2.544817927170868,97.88371040723982,1.4660633484162895,0.2547411786252962,0.0017357789269553,90.49846263736264,0.09251806722689075,137.9,25322.0,12577.87166,0.0779004112677351,0.0020193047680461,0.8512285428627209
云南,2014,0.05415385798611738,0.1966945053489778,43.25304204036181,41.21,0.3463224340380769,230398.0,2915.914,2.7896625832796045,111.0190199871051,1.7459703417150223,0.5289201934235978,0.0024202858370943,102.99447191059531,0.11581775198796475,164.05,27264.0,13772.2,0.0779004112677351,0.0019040796467151,0.8158669141970207
云南,2015,0.07238193637442995,0.19756915647897474,45.13689160205799,42.93,0.3460438484870957,236007.0,2929.363,3.512974479948531,132.87319322324683,2.5001072271070126,0.6065571306026163,0.0024565279862749,111.16541649152906,0.16240188719708343,203.76,28806.0,15222.6,0.0779004112677351,0.0015859997341981,0.7654651494914888
云南,2016,0.06747872451401622,0.1877818293994204,46.67942890450772,44.64,0.339377702283273,238052.0,3651.5,3.6703014753046825,158.61597177678,2.572589266623904,0.2672064785118666,0.0026436754329698,124.5582666880479,0.10711567243959803,217.3378524034132,31093.0,16719.90355,0.0779004112677351,0.000858780045468,0.7252972258023508
云南,2017,0.09694842311108978,0.1879747765058165,47.83120037810647,46.29,0.3488551715462674,242546.303,3681.668,4.55849137012572,188.7039633496697,3.032175580652035,0.2832757085020243,0.003793091838909,180.61472927764754,0.2436539164713403,256.2732841998509,34221.0,18348.34421,0.0881507467480523,0.0003640447132875,0.6817152062060265
云南,2018,0.14342621117716897,0.2023882443254045,47.11572876866774,47.44,0.3397454018540226,252928.626,3847.891,5.113331915798427,227.55081862640867,4.324899000637891,0.3068428024665107,0.0046094471613863,190.2784233467999,0.5270529449287689,285.7906228348972,37136.28245,20084.19189,0.1002565890727202,0.0004389382294033,0.6481696895943878
云南,2019,0.19725435303961178,0.2286166419870349,52.63813983529791,48.67,0.2915157155928736,262408.664,4053.0,6.245226983453542,275.2950572761985,4.735680950360628,0.4156929189647858,0.0054986571913449,175.4434447602885,0.8878286953754774,303.4609477624845,47944.0,22082.42879,0.0994260909629151,0.0005138317455191,0.5235157974056731
云南,2020,0.24239383065673648,0.23563322531907377,51.52724707302452,50.05,0.2843996590802507,292479.0,4220.0,6.119017365523083,307.3811944091487,6.129394324438797,0.4922490470139771,0.0022469292672596,105.78093928420161,1.1960694620923338,318.4776667943248,51975.0,23294.88769,0.0968440455266516,0.0005804566530325,0.5235157974056731
云南,2021,0.11580746416438054,0.23780722641926194,50.41920226325018,51.05,0.2443883698999514,300889.578,4744.367,6.020042643923241,376.3232409381663,8.777611940298508,0.5248865778251599,0.0020455714285714,226.2159236673774,0.11166950959488273,346.9307969727468,57686.0,25666.2,0.0980778581637614,0.0002633286427866,0.5235157974056731
云南,2022,0.11871424905611844,0.25028375592103136,49.97824149864268,51.72,0.2313928272927589,316091.067,4983.509,5.955678670360111,423.3285744726188,8.41615171532069,0.49568779884935,0.0026997485616876,466.53569145535903,0.10755511826124015,354.7062737065577,61716.0,26936.81879,0.1171505342920888,0.0003116266379316,0.5235157974056731
云南,2023,0.12459220003765108,0.2500295574247486,51.82421696739961,52.92,0.2241783279093704,329344.0,5223.9,7.975818531992296,449.7051144874813,7.001497967044725,0.6709171902418147,0.0035009629788144,575.3875454739996,0.10762465225765033,366.840722510372,64107.0,28421.0,0.0935575312030538,0.0003434544370459,0.5235157974056731
内蒙古,2011,0.026912298478416335,0.18752476054439476,34.92988799349298,57.04,0.2081639957994078,160995.0,9200.0,8.729220779220778,348.4077922077922,0.9157894736842104,0.0866513604887983,0.004169310064935,91.78909016194332,0.09372874493927125,28.89,57974.0,18692.89396,0.0481244145828851,0.0021599344841321,1.3048095401911437
内蒙古,2012,0.04538432986600412,0.1730169806674533,35.45526756579419,58.42,0.2157345323659463,163763.0,9500.0,8.729220779220778,348.4077922077922,1.2516233766233766,0.0866513604887983,0.004169310064935,430.5851318993506,0.10491274756493507,91.68,63886.0,18692.89396,0.0481244145828851,0.0011946370976374,1.2459058705664403
内蒙古,2013,0.06383552464043718,0.2584968629008041,36.34782608695652,59.82,0.217924275116011,167515.0,10200.0,10.993727087576374,409.12651731160895,1.5625254582484724,0.0866513604887983,0.0055370875763747,157.7962034623218,0.11963748268839103,146.59,67836.0,18692.89396,0.0481244145828851,0.0037049407383323,1.0451925634735317
内蒙古,2014,0.0723926680785048,0.2833854237460517,39.51871082976604,60.97,0.2183420661230972,172167.0,10226.006,11.052592895059208,441.1136790526745,1.6459779501837484,0.1600585504287464,0.0058832543895467,56.91839371171906,0.12926500612494896,172.56,71046.0,20559.3,0.0481244145828851,0.0043612364302238,1.03032100388347
内蒙古,2015,0.0909721613092144,0.23666358864786174,40.45372704574918,62.09,0.2385081404199606,175374.0,12094.185,11.96311475409836,486.17233606557375,2.2631147540983605,0.5492277868852459,0.0055106557377049,63.06209692622951,0.15453688524590165,214.55,71100.54421,22310.1,0.0481244145828851,0.0024619341269224,1.0534161877018686
内蒙古,2016,0.09023516158659153,0.2347293844679154,43.78329775321187,63.4,0.2489345270601994,196061.0,12338.8,12.366995073891626,525.3912151067324,2.3998357963875203,0.6517125615763547,0.006707684729064,49.463069991789816,0.10247947454844006,229.9258763150416,72064.0,24126.64045,0.0481244145828851,0.0022396169482736,1.0651971249055334
内蒙古,2017,0.10539690432843969,0.23254581237510635,49.99164399569837,64.6,0.2814280628793983,199422.89,12674.69,9.553226469379368,444.9813399095767,2.5774763666255653,0.7092074804767776,0.0020709124537607,80.59466046033704,0.20187906288532675,258.5040157651248,63764.0,26212.22796,0.0668903238712715,0.0026168327823754,1.2278045577188668
内蒙古,2018,0.14812414947438834,0.21929298524205348,50.48290206267257,65.51,0.2794492001374267,202641.446,12765.788,6.514037985136251,426.7524360033031,3.9739884393063583,0.8045393889347646,0.0015132328654004,81.9150725020644,0.5246779521056978,271.5666079300939,68302.0,28375.65427,0.0756537194853209,0.00204741582938765,1.3342417992251818
